Accession_number	Start	End	Prediction_method
NZ_CP018933	2115056	2137247	Dimob
NZ_CP018933	2883975	2906090	Dimob
NZ_CP018933	3463667	3474762	Dimob
NZ_CP018933	4118477	4129451	Dimob
NZ_CP018931	443269	448638	Dimob
NZ_CP018931	1129354	1138015	Dimob
NZ_CP018931	1786246	1795136	Dimob
NZ_CP018931	2351099	2372755	Dimob
NZ_CP018931	3125325	3151206	Dimob
NZ_CP018931	3236831	3245707	Dimob
NZ_CP018931	4269214	4283979	Dimob
NZ_CP018931	4298278	4314318	Dimob
NZ_CP018931	4325101	4330422	Dimob
NZ_CP018935	667588	682353	Dimob
NZ_CP018935	696652	712692	Dimob
NZ_CP018935	723475	728796	Dimob
NZ_CP018935	2058243	2063612	Dimob
NZ_CP018935	2744328	2752989	Dimob
NZ_CP018935	3401221	3410111	Dimob
NZ_CP018935	3966073	3987729	Dimob
NZ_CP018935	4740298	4766179	Dimob
NZ_CP018935	4851804	4860680	Dimob
NC_006582	890940	918344	Dimob
NC_006582	1266900	1283346	Dimob
NC_006582	1439282	1461266	Dimob
NC_006582	1468923	1542491	Dimob
NC_006582	2946957	2990358	Dimob
NC_006582	3813492	3854868	Dimob
NZ_CP012475	737711	751420	Dimob
NZ_CP012475	2355550	2367321	Dimob
NZ_CP012475	2463183	2505901	Dimob
NZ_CP012475	4088787	4168824	Dimob
NC_016023	265397	285002	Dimob
NC_016023	850984	950505	Dimob
NC_016023	1148356	1195249	Dimob
NC_016023	1424115	1434008	Dimob
NC_016023	1666920	1688258	Dimob
NC_016023	1776063	1802013	Dimob
NC_016023	1878299	1913503	Dimob
NC_016023	1929110	1986898	Dimob
NC_016023	2110996	2128556	Dimob
NC_016023	2165768	2186644	Dimob
NC_016023	2330738	2357541	Dimob
NC_016023	2405108	2411083	Dimob
NC_015634	363517	441241	Dimob
NC_015634	756190	766250	Dimob
NC_015634	966470	983893	Dimob
NC_015634	1381142	1390656	Dimob
NC_015634	2495959	2512461	Dimob
NC_015634	2547144	2565301	Dimob
NC_015634	2596556	2627495	Dimob
NC_015634	2697119	2712084	Dimob
NC_015634	2784325	2795184	Dimob
NC_015634	2933712	2949009	Dimob
NC_015634	2992745	3007072	Dimob
NZ_CP009709	408691	415114	Dimob
NZ_CP009709	453141	473593	Dimob
NZ_CP009709	832132	848373	Dimob
NZ_CP009709	1176867	1183088	Dimob
NZ_CP009709	1224214	1234911	Dimob
NZ_CP009709	1300855	1314701	Dimob
NZ_CP009709	1535231	1559589	Dimob
NZ_CP009709	1638371	1665687	Dimob
NZ_CP009709	1747595	1785391	Dimob
NZ_CP009709	1859306	1889908	Dimob
NZ_CP009709	2053454	2066247	Dimob
NZ_CP009709	2083319	2093302	Dimob
NZ_CP009709	2147228	2170730	Dimob
NZ_CP009709	2367926	2502985	Dimob
NZ_CP009709	2581182	2597558	Dimob
NZ_CP009709	2674493	2679996	Dimob
NZ_CP009709	2725996	2794874	Dimob
NZ_CP009709	3014444	3026251	Dimob
NZ_CP009709	3138742	3158248	Dimob
NZ_CP009709	3318513	3326088	Dimob
NZ_CP010525	33145	60162	Dimob
NZ_CP010525	306359	313812	Dimob
NZ_CP010525	408783	449407	Dimob
NZ_CP010525	513034	532848	Dimob
NZ_CP010525	541117	547194	Dimob
NZ_CP010525	588748	614710	Dimob
NZ_CP010525	634268	645938	Dimob
NZ_CP010525	898383	940324	Dimob
NZ_CP010525	1784199	1817669	Dimob
NZ_CP010525	2415379	2423959	Dimob
NZ_CP010525	3055472	3138538	Dimob
NZ_CP010525	3247601	3259189	Dimob
NZ_CP010525	3344411	3395622	Dimob
NZ_CP010525	3406521	3450351	Dimob
NZ_CP011939	123653	158743	Dimob
NZ_CP011939	223449	255331	Dimob
NZ_CP011939	443321	456068	Dimob
NZ_CP011939	474217	497648	Dimob
NZ_CP011939	638646	681942	Dimob
NZ_CP011939	1026658	1060798	Dimob
NZ_CP011939	1277729	1325478	Dimob
NZ_CP011939	1334441	1393817	Dimob
NZ_CP011939	1478592	1489037	Dimob
NZ_CP011939	1601431	1680570	Dimob
NZ_CP011939	2315479	2323746	Dimob
NZ_CP011939	2919725	2955193	Dimob
NZ_CP017888	370344	411343	Dimob
NZ_CP017888	1873473	1891938	Dimob
NZ_CP017888	2055743	2098584	Dimob
NZ_CP017888	2133614	2156280	Dimob
NZ_CP017888	2250410	2274039	Dimob
NZ_CP017888	2304546	2329025	Dimob
NZ_CP017888	2412172	2464778	Dimob
NZ_CP017888	2707682	2719916	Dimob
NZ_CP017888	2978578	2994285	Dimob
NZ_CP017888	3038352	3083511	Dimob
NZ_CP017888	3092438	3104822	Dimob
NZ_CP017888	3119750	3132593	Dimob
NZ_CP017888	3217072	3227517	Dimob
NZ_CP017888	3333535	3390774	Dimob
NC_009674	838512	855310	Dimob
NC_009674	1095291	1112274	Dimob
NC_009674	1383987	1404971	Dimob
NC_009674	1803884	1816832	Dimob
NC_009674	1938909	1954797	Dimob
NC_009674	2047693	2053609	Dimob
NC_009674	2064351	2078764	Dimob
NC_009674	2240823	2274316	Dimob
NC_009674	2374721	2396920	Dimob
NC_009674	2441741	2482430	Dimob
NC_009674	3000100	3019939	Dimob
NC_009674	3443545	3456741	Dimob
NC_009674	4029727	4058136	Dimob
NZ_CP011974	1431534	1579397	Dimob
NZ_CP011974	2294338	2328888	Dimob
NZ_CP011974	2334968	2345484	Dimob
NZ_CP011974	2375398	2386915	Dimob
NC_002570	149617	184936	Dimob
NC_002570	311261	356683	Dimob
NC_002570	1388522	1395728	Dimob
NC_002570	2460088	2468762	Dimob
NC_002570	3250193	3254151	Dimob
NC_002570	3610341	3655581	Dimob
NC_002570	4122329	4162111	Dimob
NC_022524	763138	773995	Dimob
NC_022524	1808652	1833805	Dimob
NC_006322	918555	938150	Dimob
NC_006322	1422600	1438668	Dimob
NC_006322	1459432	1465904	Dimob
NC_006322	1502988	1552644	Dimob
NC_006322	2178296	2190716	Dimob
NC_006322	2598318	2605488	Dimob
NC_006322	2854951	2863791	Dimob
NC_006322	3204221	3211285	Dimob
NC_006322	3422311	3473657	Dimob
NC_006322	4148596	4178021	Dimob
NC_006270	918704	938299	Dimob
NC_006270	1422749	1438817	Dimob
NC_006270	1459581	1466053	Dimob
NC_006270	1503137	1552793	Dimob
NC_006270	2178444	2190864	Dimob
NC_006270	2598465	2605635	Dimob
NC_006270	2855098	2863938	Dimob
NC_006270	3204369	3211773	Dimob
NC_006270	3422459	3473805	Dimob
NC_006270	4148744	4178169	Dimob
NZ_CP014781	916029	944609	Dimob
NZ_CP014781	2105686	2118667	Dimob
NZ_CP014781	2178370	2320551	Dimob
NZ_CP014781	2947985	2959228	Dimob
NZ_CP014781	2988227	2994830	Dimob
NZ_CP017247	190896	206011	Dimob
NZ_CP017247	639644	688021	Dimob
NZ_CP017247	965995	1052017	Dimob
NZ_CP017247	1545526	1558794	Dimob
NZ_CP017247	2011173	2016405	Dimob
NZ_CP017247	2036755	2083080	Dimob
NZ_CP017247	2969601	3007609	Dimob
NZ_CP017247	3046643	3060978	Dimob
NZ_CP017247	3086881	3093484	Dimob
NZ_CP017247	3446237	3465348	Dimob
NZ_CP017247	3641043	3673435	Dimob
NZ_CP017247	3679237	3689743	Dimob
NZ_CP017247	4364183	4376295	Dimob
NC_014103	2383430	2393596	Dimob
NC_014103	2501543	2506712	Dimob
NC_014019	1930007	1962316	Dimob
NC_014019	3489014	3541556	Dimob
NC_017138	2181821	2202100	Dimob
NC_017138	2296271	2313750	Dimob
NC_017138	2374234	2385529	Dimob
NC_017138	4845863	4900001	Dimob
NZ_CP009920	391881	526750	Dimob
NZ_CP009920	1306529	1352084	Dimob
NZ_CP009920	3833236	4009045	Dimob
NZ_CP009920	4362043	4404412	Dimob
NZ_CP009920	5007736	5022289	Dimob
NZ_CP010586	192232	208476	Dimob
NZ_CP010586	1650833	1812028	Dimob
NZ_CP010586	2772428	2805026	Dimob
NZ_CP010586	3627034	3660383	Dimob
NZ_CP007739	412099	473235	Dimob
NZ_CP007739	920835	940786	Dimob
NZ_CP007739	1433131	1458952	Dimob
NZ_CP007626	401966	411416	Dimob
NZ_CP007626	459231	472024	Dimob
NZ_CP007626	713818	727798	Dimob
NZ_CP007626	739403	770415	Dimob
NZ_CP007626	815360	834480	Dimob
NZ_CP007626	850055	874998	Dimob
NZ_CP007626	3355604	3373749	Dimob
NZ_CP007626	3804744	3833656	Dimob
NZ_CP007626	4289610	4299605	Dimob
NZ_CP007626	4583273	4600812	Dimob
NZ_CP007626	4612228	4628942	Dimob
NZ_CP007626	4734576	4759845	Dimob
NZ_CP007626	4869252	4887463	Dimob
NZ_CP009692	1546671	1556255	Dimob
NZ_CP009692	2078926	2102668	Dimob
NZ_CP009692	2212771	2220325	Dimob
NZ_CP009692	2596466	2636923	Dimob
NZ_CP009692	2720121	2729399	Dimob
NZ_CP009692	3443404	3480784	Dimob
NZ_CP009692	3717853	3732122	Dimob
NZ_CP009692	4719016	4750595	Dimob
NZ_CP009692	5213004	5241777	Dimob
NZ_CP015506	189168	202899	Dimob
NZ_CP015506	576611	582279	Dimob
NZ_CP015506	2046157	2087657	Dimob
NZ_CP015506	5113591	5136557	Dimob
NZ_CP015506	5371282	5425199	Dimob
NC_013791	312031	315758	Dimob
NC_013791	1828703	1852069	Dimob
NC_013791	2991355	3020439	Dimob
NC_013791	3161503	3182977	Dimob
NC_013791	3470105	3532232	Dimob
NC_013791	3570455	3605695	Dimob
NC_009848	589910	624585	Dimob
NC_009848	1408343	1424526	Dimob
NC_009848	2492007	2497786	Dimob
NC_009848	2749298	2757835	Dimob
NZ_CP007436	546841	557367	Dimob
NZ_CP007436	727890	738608	Dimob
NZ_CP007436	795649	808676	Dimob
NZ_CP007436	1026322	1031732	Dimob
NZ_CP007436	1051530	1067891	Dimob
NZ_CP007436	1595793	1609985	Dimob
NZ_CP007436	2793848	2802025	Dimob
NZ_CP011150	1148167	1179428	Dimob
NZ_CP011150	1202578	1216136	Dimob
NZ_CP011150	1587296	1601488	Dimob
NZ_CP011150	2521648	2530515	Dimob
NZ_CP011150	2790552	2796809	Dimob
NZ_CP009108	12281	18465	Dimob
NZ_CP009108	2493890	2508085	Dimob
NZ_CP012329	1470226	1488154	Dimob
NZ_CP012329	1837694	1844572	Dimob
NZ_CP012329	2608192	2629298	Dimob
NZ_CP012482	713439	731367	Dimob
NZ_CP012482	1080919	1088346	Dimob
NZ_CP012482	1851347	1872453	Dimob
NZ_AP014928	1556036	1570228	Dimob
NZ_AP014928	2504584	2528579	Dimob
NZ_AP014928	2780625	2786809	Dimob
NZ_CP010997	639718	659918	Dimob
NZ_CP010997	864477	882808	Dimob
NZ_CP010997	1395037	1433021	Dimob
NZ_CP010997	1642466	1656660	Dimob
NZ_CP010997	2391333	2449126	Dimob
NZ_CP010997	2887850	2896026	Dimob
NZ_CP011007	548738	588900	Dimob
NZ_CP011007	2531439	2542632	Dimob
NZ_CP011007	2798253	2808574	Dimob
NZ_CP011007	2825335	2837878	Dimob
NZ_CP011007	2847653	2859084	Dimob
NZ_CP012330	713439	731367	Dimob
NZ_CP012330	1080919	1088346	Dimob
NZ_CP012330	1851347	1872453	Dimob
NZ_CP016784	2777	58442	Dimob
NZ_CP016784	123726	151986	Dimob
NZ_CP018574	1490042	1555199	Dimob
NZ_CP018574	1881601	1886269	Dimob
NZ_CP018197	1697618	1823544	Dimob
NZ_CP018197	2578611	2657348	Dimob
NZ_CP018197	2725713	2735980	Dimob
NZ_CP018197	2990083	3000694	Dimob
NZ_CP015607	14970	64127	Dimob
NZ_CP015607	717260	731845	Dimob
NZ_CP015607	978387	1023130	Dimob
NZ_CP015607	1450625	1471892	Dimob
NZ_CP015607	1596326	1599461	Dimob
NZ_CP015607	1606870	1611437	Dimob
NZ_CP015607	2399220	2454831	Dimob
NZ_CP015607	2691819	2698597	Dimob
NZ_CP015607	3271990	3292149	Dimob
NZ_CP015607	3315084	3331361	Dimob
NZ_CP015610	613238	617692	Dimob
NZ_CP015610	639299	654598	Dimob
NZ_CP015610	1190019	1205718	Dimob
NZ_CP015610	2141170	2152208	Dimob
NZ_CP015610	2398375	2406508	Dimob
NZ_CP015610	2718966	2736398	Dimob
NZ_CP012024	348449	381806	Dimob
NZ_CP012024	697104	710390	Dimob
NZ_CP012024	753514	777376	Dimob
NZ_CP012024	991631	1062838	Dimob
NZ_CP012024	1553517	1595821	Dimob
NZ_CP012024	1620614	1629328	Dimob
NZ_CP012024	1650748	1671499	Dimob
NZ_CP012024	1757618	1763735	Dimob
NZ_CP012024	1823422	1829904	Dimob
NZ_CP012024	1956054	1961598	Dimob
NZ_CP012024	2081194	2089491	Dimob
NZ_CP012024	2786944	2804272	Dimob
NZ_CP012024	2858443	2880093	Dimob
NZ_CP012024	2936635	2957876	Dimob
NZ_CP012024	3020164	3040628	Dimob
NZ_CP012024	3149730	3182634	Dimob
NC_021171	233569	300681	Dimob
NC_021171	975861	1012363	Dimob
NC_021171	1423321	1449504	Dimob
NC_021171	1531920	1547796	Dimob
NC_021171	2006018	2015936	Dimob
NC_021171	2271910	2284593	Dimob
NC_021171	3415763	3429960	Dimob
NC_017743	524964	620409	Dimob
NC_017743	1389808	1397511	Dimob
NC_000964	738995	747534	Dimob
NC_000964	2050689	2075779	Dimob
NC_000964	2152086	2288062	Dimob
NC_014976	148613	187267	Dimob
NC_014976	631464	745091	Dimob
NC_014976	2864136	2885812	Dimob
NC_014976	3473981	3496010	Dimob
NC_014976	3554487	3564400	Dimob
NC_017196	518758	529747	Dimob
NC_017196	537790	558422	Dimob
NC_017196	969314	977409	Dimob
NC_017196	1125278	1134680	Dimob
NC_017196	1256519	1294703	Dimob
NC_017196	1838713	1898777	Dimob
NC_017196	2220976	2236241	Dimob
NC_017196	2457074	2503198	Dimob
NC_017196	2657619	2667477	Dimob
NC_017196	3064601	3086339	Dimob
NC_017196	3257312	3271926	Dimob
NC_017196	3276772	3282896	Dimob
NC_017196	3370843	3411371	Dimob
NC_017196	4007408	4030165	Dimob
NC_016047	116679	288086	Dimob
NC_016047	346776	361388	Dimob
NC_016047	1447186	1455249	Dimob
NC_016047	2485132	2499782	Dimob
NC_017195	1309389	1327364	Dimob
NC_017195	3513354	3520042	Dimob
NC_017195	3924726	3940413	Dimob
NC_018520	718496	727050	Dimob
NC_018520	2131121	2267021	Dimob
NC_019896	2162403	2189799	Dimob
NC_019896	2718826	2728624	Dimob
NC_020244	649848	676592	Dimob
NC_020244	1343742	1353628	Dimob
NC_020244	2029815	2068133	Dimob
NC_020244	3964998	3980319	Dimob
NC_020507	529502	586545	Dimob
NC_020507	738992	747546	Dimob
NC_020507	2151625	2287527	Dimob
NC_020507	2657989	2752536	Dimob
NC_020832	1303835	1313721	Dimob
NC_020832	1837723	1874475	Dimob
NC_020832	1990039	2029697	Dimob
NC_020832	3928113	3943434	Dimob
NC_022898	702029	710583	Dimob
NC_022898	1305992	1313506	Dimob
NC_022898	2470847	2570407	Dimob
NZ_AP012496	636621	656048	Dimob
NZ_AP012496	714230	722784	Dimob
NZ_AP012496	1318193	1325707	Dimob
NZ_AP012496	2484785	2584344	Dimob
NZ_CP007800	511675	570095	Dimob
NZ_CP007800	722543	731097	Dimob
NZ_CP007800	2124394	2260296	Dimob
NZ_CP007800	2628088	2725319	Dimob
NZ_CP008698	511675	570095	Dimob
NZ_CP008698	722543	731097	Dimob
NZ_CP008698	2124394	2260296	Dimob
NZ_CP008698	2628088	2725319	Dimob
NZ_CP007409	1206171	1227906	Dimob
NZ_CP007409	1286063	1296304	Dimob
NZ_CP007409	1821147	1840753	Dimob
NZ_CP007409	1846950	1902723	Dimob
NZ_CP005997	702700	711284	Dimob
NZ_CP005997	1202255	1224019	Dimob
NZ_CP005997	2459144	2558700	Dimob
NZ_CP005997	2613310	2616178	Dimob
NZ_CP005997	2622191	2625962	Dimob
NZ_CP009748	1129570	1135131	Dimob
NZ_CP009748	1156060	1197692	Dimob
NZ_CP009748	2060109	2198525	Dimob
NZ_CP009748	2905098	2944531	Dimob
NZ_CP009748	3051891	3090807	Dimob
NZ_CP009748	3489412	3496058	Dimob
NZ_CP009749	574350	587766	Dimob
NZ_CP009749	1206402	1211561	Dimob
NZ_CP009749	2129582	2186694	Dimob
NZ_CP009611	199099	245601	Dimob
NZ_CP009611	485595	492884	Dimob
NZ_CP009611	530845	572735	Dimob
NZ_CP009611	2029877	2034980	Dimob
NZ_CP009611	2104577	2118924	Dimob
NZ_CP009611	2943940	2972290	Dimob
NZ_CP009611	2982510	2992299	Dimob
NZ_CP009611	3316076	3323599	Dimob
NZ_CP009796	615128	618623	Dimob
NZ_CP009796	1306555	1314069	Dimob
NZ_CP009796	2302983	2345696	Dimob
NZ_CP010052	529512	586556	Dimob
NZ_CP010052	739004	747558	Dimob
NZ_CP010052	2151639	2287541	Dimob
NZ_CP010052	2658018	2752565	Dimob
NZ_CP010053	529263	586307	Dimob
NZ_CP010053	738754	747308	Dimob
NZ_CP010053	2151386	2287288	Dimob
NZ_CP010053	2657769	2752316	Dimob
NZ_CP010314	718484	727038	Dimob
NZ_CP010314	2131118	2267020	Dimob
NZ_CP010314	2637499	2732046	Dimob
NZ_LN649259	738974	747528	Dimob
NZ_LN649259	1474534	1502996	Dimob
NZ_LN649259	2169638	2305538	Dimob
NZ_LN649259	2677222	2770562	Dimob
NZ_LN649259	3254428	3271939	Dimob
NZ_CP011115	529501	586545	Dimob
NZ_CP011115	738993	747547	Dimob
NZ_CP011115	2151632	2287534	Dimob
NZ_CP011115	2658006	2752554	Dimob
NZ_CP007173	1291202	1301088	Dimob
NZ_CP007173	1825092	1861846	Dimob
NZ_CP007173	1977406	2017064	Dimob
NZ_CP007173	3916541	3931862	Dimob
NZ_CP011534	520458	593065	Dimob
NZ_CP011534	1249532	1265292	Dimob
NZ_CP011534	1338228	1346887	Dimob
NZ_CP011534	1872488	1905959	Dimob
NZ_CP011534	2022098	2060127	Dimob
NZ_CP011534	3259805	3267223	Dimob
NZ_CP011882	1671776	1680360	Dimob
NZ_CP011882	2170811	2179531	Dimob
NZ_CP011882	2252399	2259913	Dimob
NZ_CP011882	3428037	3535115	Dimob
NZ_CP011882	3582202	3585070	Dimob
NZ_CP011882	3591083	3604120	Dimob
NZ_CP013654	1577697	1615895	Dimob
NZ_CP013654	1734777	1769433	Dimob
NZ_CP013654	2295037	2304180	Dimob
NZ_CP013654	3693395	3709470	Dimob
NZ_CP013984	1314285	1321586	Dimob
NZ_CP013984	1947701	2020307	Dimob
NZ_CP013984	2695649	2728424	Dimob
NZ_CP013984	2734395	2741608	Dimob
NZ_CP013984	3908968	3938863	Dimob
NZ_CP013984	4122709	4135083	Dimob
NZ_CP014166	718228	726782	Dimob
NZ_CP014166	2493678	2593238	Dimob
NZ_CP014858	1896674	2031939	Dimob
NZ_CP014858	2822623	2827790	Dimob
NZ_CP014840	1522205	1581511	Dimob
NZ_CP014840	1827346	1924865	Dimob
NZ_CP014840	3779290	3791368	Dimob
NZ_CP014840	4107947	4125207	Dimob
NZ_CP015004	718624	727178	Dimob
NZ_CP015004	2131241	2267143	Dimob
NZ_CP015004	2634927	2732159	Dimob
NZ_CP015975	688972	697526	Dimob
NZ_CP015375	1910782	1955322	Dimob
NZ_CP015375	2324679	2460581	Dimob
NZ_CP015375	3858281	3875890	Dimob
NZ_CP016852	527591	586007	Dimob
NZ_CP016852	738453	747007	Dimob
NZ_CP016852	2151042	2286924	Dimob
NZ_CP016852	2654694	2751925	Dimob
NZ_CP016894	1216509	1238244	Dimob
NZ_CP016894	1296797	1302041	Dimob
NZ_CP016894	1828006	1971886	Dimob
NZ_CP016894	2645725	2758752	Dimob
NZ_CP017112	2114444	2246535	Dimob
NZ_CP017314	230745	243146	Dimob
NZ_CP017314	529693	596201	Dimob
NZ_CP017314	986482	1004224	Dimob
NZ_CP017314	1141990	1170356	Dimob
NZ_CP017314	1286103	1309902	Dimob
NZ_CP017314	1815173	1828724	Dimob
NZ_CP017314	1850321	1892892	Dimob
NZ_CP017314	1980620	1994755	Dimob
NZ_CP017314	2215800	2234756	Dimob
NZ_CP017314	2451870	2490808	Dimob
NZ_CP017314	3112772	3129838	Dimob
NZ_CP017314	3231996	3240604	Dimob
NZ_CP017314	3922996	3936864	Dimob
NZ_CP015222	559364	578881	Dimob
NZ_CP015222	700446	712236	Dimob
NZ_CP015222	1035643	1053217	Dimob
NZ_CP015222	1330641	1367130	Dimob
NZ_CP015222	1877819	1885699	Dimob
NZ_CP015222	1908833	1949795	Dimob
NZ_CP015222	2040470	2060122	Dimob
NZ_CP015222	2069175	2105844	Dimob
NZ_CP015222	2289839	2295080	Dimob
NZ_CP015222	2331580	2346669	Dimob
NZ_CP015222	2567435	2614822	Dimob
NZ_CP015222	2769264	2779069	Dimob
NZ_CP015222	3232045	3255502	Dimob
NZ_CP015222	3298532	3315708	Dimob
NZ_CP015222	3400089	3414005	Dimob
NZ_CP015222	3419575	3428154	Dimob
NZ_CP015222	3598308	3623822	Dimob
NZ_CP015222	4091889	4113287	Dimob
NZ_CP017676	3913025	3972663	Dimob
NZ_CP018295	1498020	1542597	Dimob
NZ_CP018295	2155014	2168435	Dimob
NZ_CP018295	2203382	2339989	Dimob
NZ_CP018295	3656482	3661938	Dimob
NZ_CP018173	1048707	1062488	Dimob
NZ_CP018173	1728414	1737431	Dimob
NZ_CP018173	2408814	2416493	Dimob
NZ_CP018173	3613073	3651747	Dimob
NZ_CP018173	4083212	4100693	Dimob
NZ_CP018184	229615	237710	Dimob
NZ_CP018184	515243	552493	Dimob
NZ_CP018184	1098852	1158916	Dimob
NZ_CP018184	1249574	1275501	Dimob
NZ_CP018184	1496568	1511833	Dimob
NZ_CP018184	1732666	1776871	Dimob
NZ_CP018184	1934376	1944644	Dimob
NZ_CP018184	2341768	2363506	Dimob
NZ_CP018184	2534479	2549093	Dimob
NZ_CP018184	2553939	2560063	Dimob
NZ_CP018184	2648010	2688538	Dimob
NZ_CP018184	3286159	3308931	Dimob
NZ_CP018184	3904244	3913849	Dimob
NZ_CP018184	3923024	3942524	Dimob
NZ_CP017763	33701	49545	Dimob
NZ_CP017763	268472	295957	Dimob
NZ_CP017763	383148	444816	Dimob
NZ_CP017763	1005521	1028871	Dimob
NZ_CP017763	1306404	1316130	Dimob
NZ_CP017763	1721678	1765046	Dimob
NZ_CP017763	2360356	2382819	Dimob
NZ_CP017763	2977482	3019692	Dimob
NZ_CP017763	3107639	3113763	Dimob
NZ_CP017763	3305611	3325648	Dimob
NZ_CP017763	3722031	3733212	Dimob
NZ_CP017763	3888752	3934876	Dimob
NC_005957	944484	969535	Dimob
NC_005957	1666321	1680850	Dimob
NC_005957	2174709	2193455	Dimob
NC_005957	2252708	2296760	Dimob
NC_005957	2533537	2547094	Dimob
NC_005957	3119287	3150524	Dimob
NC_005957	3535749	3548574	Dimob
NC_008600	1280735	1293915	Dimob
NC_008600	2354744	2376193	Dimob
NC_008600	4189545	4199698	Dimob
NC_008600	4248355	4264806	Dimob
NC_008600	4591210	4598082	Dimob
NC_014171	1596675	1616957	Dimob
NC_014171	2496967	2506499	Dimob
NC_014171	2900230	2913602	Dimob
NC_014171	3305186	3317452	Dimob
NC_014171	3705730	3730858	Dimob
NC_014171	4262971	4273233	Dimob
NC_014171	4920672	4947856	Dimob
NC_017200	374599	400122	Dimob
NC_017200	1101770	1126862	Dimob
NC_017200	1826985	1836198	Dimob
NC_017200	3000805	3012380	Dimob
NC_017200	3550860	3563774	Dimob
NC_017200	4212085	4222293	Dimob
NC_017200	4731680	4754407	Dimob
NC_017200	4794408	4804620	Dimob
NC_017208	284162	293622	Dimob
NC_017208	709966	723818	Dimob
NC_017208	1836470	1843062	Dimob
NC_017208	1861842	1876051	Dimob
NC_017208	2134744	2153939	Dimob
NC_017208	2354877	2390445	Dimob
NC_017208	2595804	2603805	Dimob
NC_017208	2609117	2619978	Dimob
NC_017208	2635373	2643422	Dimob
NC_017208	2661765	2703329	Dimob
NC_017208	3032157	3039040	Dimob
NC_017208	3793882	3810967	Dimob
NC_017208	3821820	3848363	Dimob
NC_017208	3957429	3970543	Dimob
NC_017208	4377786	4388555	Dimob
NC_017208	4451711	4481946	Dimob
NC_017208	4913928	4936246	Dimob
NC_018500	18524	42270	Dimob
NC_018500	1085985	1134945	Dimob
NC_018500	1252776	1267456	Dimob
NC_018500	1396475	1399898	Dimob
NC_018500	2098648	2199532	Dimob
NC_018500	2789985	2812115	Dimob
NC_018500	3194083	3232611	Dimob
NC_018500	3277787	3284930	Dimob
NC_018500	4498064	4516919	Dimob
NC_018500	4687164	4691019	Dimob
NC_018500	5352842	5364208	Dimob
NC_018508	450948	502504	Dimob
NC_018508	1171041	1185530	Dimob
NC_018508	1532630	1551603	Dimob
NC_018508	2051089	2149057	Dimob
NC_018508	2695106	2709763	Dimob
NC_018508	2808907	2821476	Dimob
NC_018508	2971804	2980813	Dimob
NC_018508	2989579	3001961	Dimob
NC_018508	3061974	3073317	Dimob
NC_018508	3346331	3359862	Dimob
NC_018508	3726828	3732347	Dimob
NC_018508	3971899	3980230	Dimob
NC_018508	4840775	4858484	Dimob
NC_018508	4983493	5009839	Dimob
NC_018508	5290210	5317253	Dimob
NC_018693	157428	168316	Dimob
NC_018693	474757	483383	Dimob
NC_018693	746908	763439	Dimob
NC_018693	1441277	1448955	Dimob
NC_018693	2816720	2826926	Dimob
NC_018693	2955519	2962491	Dimob
NC_018693	2979895	3005020	Dimob
NC_018693	3126585	3134852	Dimob
NC_018693	3570441	3581457	Dimob
NC_018693	4851660	4930110	Dimob
NC_018693	5104261	5123598	Dimob
NC_018877	265229	297836	Dimob
NC_018877	703657	725666	Dimob
NC_018877	1843720	1850312	Dimob
NC_018877	1869092	1883301	Dimob
NC_018877	2146037	2158529	Dimob
NC_018877	2353471	2367089	Dimob
NC_018877	2604282	2612284	Dimob
NC_018877	2617596	2629263	Dimob
NC_018877	2643852	2651901	Dimob
NC_018877	2671335	2711621	Dimob
NC_018877	3042562	3050879	Dimob
NC_018877	3140168	3164064	Dimob
NC_018877	3806823	3824252	Dimob
NC_018877	3835105	3861648	Dimob
NC_018877	3969479	3982398	Dimob
NC_018877	4391077	4401847	Dimob
NC_018877	4465003	4495239	Dimob
NC_018877	4928818	4951136	Dimob
NC_020238	261794	269046	Dimob
NC_020238	403557	437768	Dimob
NC_020238	1073839	1111870	Dimob
NC_020238	1287886	1296881	Dimob
NC_020238	2144911	2152410	Dimob
NC_020238	2274858	2320370	Dimob
NC_020238	2581362	2640776	Dimob
NC_020238	3384408	3407067	Dimob
NC_020238	3595914	3642359	Dimob
NC_020238	3952388	3977517	Dimob
NC_020238	4175355	4182649	Dimob
NC_020238	4512804	4520808	Dimob
NC_020238	5049636	5057502	Dimob
NC_020238	5260342	5273143	Dimob
NC_020376	284590	292765	Dimob
NC_020376	698924	720933	Dimob
NC_020376	1843194	1849786	Dimob
NC_020376	1868566	1882775	Dimob
NC_020376	2145270	2157762	Dimob
NC_020376	2352703	2366321	Dimob
NC_020376	2601965	2609967	Dimob
NC_020376	2615279	2626947	Dimob
NC_020376	2641536	2649585	Dimob
NC_020376	2669019	2709114	Dimob
NC_020376	3038496	3046813	Dimob
NC_020376	3797626	3814761	Dimob
NC_020376	3825614	3850788	Dimob
NC_020376	3959992	3972911	Dimob
NC_020376	4381596	4392366	Dimob
NC_020376	4455522	4485758	Dimob
NC_020376	4918827	4941145	Dimob
NC_022873	260510	279052	Dimob
NC_022873	287132	345656	Dimob
NC_022873	424664	429457	Dimob
NC_022873	435152	449446	Dimob
NC_022873	785538	854440	Dimob
NC_022873	890813	903074	Dimob
NC_022873	1033990	1044319	Dimob
NC_022873	1288916	1320544	Dimob
NC_022873	1810301	1829953	Dimob
