contigName	contigLen	totalAvgDepth	metaspades_perc100_sorted.bam	metaspades_perc100_sorted.bam-var
NODE_10043_length_1391_cov_1.939371	1391	2.85173	2.85173	1.06993
NODE_10044_length_1391_cov_1.754491	1391	1.84932	1.84932	1.35873
NODE_10045_length_1391_cov_1.743263	1391	2.42949	2.42949	0.987167
NODE_10046_length_1391_cov_1.122754	1391	1.68171	1.68171	0.444578
NODE_10047_length_1390_cov_2.708614	1390	3.22016	3.22016	3.46319
NODE_10048_length_1390_cov_2.501873	1390	3.22339	3.22339	2.74018
NODE_10049_length_1390_cov_2.451685	1390	2.77097	2.77097	1.28568
NODE_10050_length_1390_cov_2.344569	1390	3.41129	3.41129	2.51028
NODE_10051_length_1390_cov_2.301873	1390	2.8121	2.8121	1.31334
NODE_10052_length_1390_cov_1.943071	1390	2.65242	2.65242	1.52155
NODE_10053_length_1390_cov_1.833708	1390	2.27661	2.27661	1.0671
NODE_10054_length_1390_cov_1.825468	1390	2.29194	2.29194	0.56684
NODE_10055_length_1390_cov_1.736330	1390	2.05887	2.05887	2.1749
NODE_10056_length_1390_cov_1.705618	1390	2.05323	2.05323	0.828479
NODE_10057_length_1389_cov_3.309595	1389	2.89508	2.89508	4.13922
NODE_10058_length_1389_cov_2.256372	1389	3.06538	3.06538	3.17262
NODE_10059_length_1389_cov_1.836582	1389	2.46408	2.46408	1.04536
NODE_10060_length_1388_cov_3.298575	1388	4.26252	4.26252	8.93748
NODE_10061_length_1388_cov_2.741935	1388	3.64701	3.64701	2.25121
NODE_10062_length_1388_cov_2.415604	1388	2.50081	2.50081	1.91551
NODE_10063_length_1388_cov_2.075019	1388	2.7189	2.7189	2.23783
NODE_10064_length_1388_cov_2.030758	1388	2.47011	2.47011	0.821665
NODE_10065_length_1388_cov_1.771943	1388	2.13893	2.13893	1.46652
NODE_10066_length_1388_cov_1.588897	1388	2.34168	2.34168	1.13214
NODE_10067_length_1388_cov_1.490623	1388	2.46769	2.46769	1.10283
NODE_10068_length_1387_cov_4.732733	1387	4.55538	4.55538	8.13548
NODE_10069_length_1387_cov_2.843844	1387	3.83023	3.83023	1.43233
NODE_10070_length_1387_cov_2.423423	1387	2.84479	2.84479	2.72669
NODE_10071_length_1387_cov_2.369369	1387	2.69119	2.69119	1.50974
NODE_10072_length_1387_cov_2.214715	1387	2.65238	2.65238	2.34672
NODE_10073_length_1387_cov_2.021772	1387	2.78981	2.78981	2.03993
NODE_10074_length_1387_cov_1.736486	1387	2.28456	2.28456	2.82511
NODE_10075_length_1387_cov_1.386637	1387	1.8553	1.8553	0.861727
NODE_10076_length_1386_cov_4.157025	1386	3.65372	3.65372	2.39172
NODE_10077_length_1386_cov_3.105184	1386	2.85194	2.85194	1.49952
NODE_10078_length_1386_cov_2.299023	1386	2.86893	2.86893	1.1407
NODE_10079_length_1386_cov_1.613073	1386	1.70793	1.70793	1.09276
NODE_10080_length_1385_cov_6.441353	1385	6.64696	6.64696	5.59486
NODE_10081_length_1385_cov_2.544361	1385	3.29069	3.29069	3.03779
NODE_10082_length_1385_cov_2.424812	1385	2.64372	2.64372	2.33651
NODE_10083_length_1385_cov_2.290226	1385	3.24291	3.24291	1.43039
NODE_10084_length_1385_cov_2.281955	1385	3.10526	3.10526	1.85277
NODE_10085_length_1385_cov_2.133835	1385	2.66964	2.66964	1.15982
NODE_10086_length_1385_cov_2.088722	1385	2.66802	2.66802	2.26895
NODE_10087_length_1385_cov_1.960902	1385	2.28907	2.28907	0.672447
NODE_10088_length_1385_cov_1.861654	1385	1.88583	1.88583	1.09473
NODE_10089_length_1385_cov_1.727820	1385	2.2834	2.2834	2.32318
NODE_10090_length_1385_cov_1.617293	1385	2.20324	2.20324	0.734189
NODE_10091_length_1385_cov_1.444361	1385	2.10445	2.10445	0.792157
NODE_10092_length_1385_cov_1.308271	1385	1.84453	1.84453	0.481481
NODE_10093_length_1384_cov_2.059443	1384	3.09643	3.09643	1.4854
NODE_10094_length_1384_cov_2.019564	1384	3.06483	3.06483	2.06877
NODE_10095_length_1384_cov_2.004515	1384	2.48379	2.48379	2.02124
NODE_10096_length_1384_cov_1.868322	1384	2.2893	2.2893	0.462056
NODE_10097_length_1384_cov_1.787058	1384	2.10292	2.10292	1.26515
NODE_10098_length_1384_cov_1.747178	1384	2.46272	2.46272	1.77842
NODE_10099_length_1384_cov_1.276147	1384	1.51216	1.51216	1.03028
NODE_10100_length_1383_cov_3.101657	1383	2.97405	2.97405	2.23145
NODE_10101_length_1383_cov_3.067018	1383	4.0219	4.0219	3.63344
NODE_10102_length_1383_cov_2.692018	1383	2.69586	2.69586	1.59007
NODE_10103_length_1383_cov_2.421687	1383	3.27088	3.27088	2.47038
NODE_10104_length_1383_cov_2.406627	1383	2.65693	2.65693	0.855422
NODE_10105_length_1383_cov_1.988705	1383	1.91484	1.91484	2.49681
NODE_10106_length_1383_cov_1.627259	1383	2.06569	2.06569	0.804932
NODE_10107_length_1382_cov_2.503391	1382	3.26136	3.26136	2.31346
NODE_10108_length_1382_cov_2.473248	1382	2.4789	2.4789	1.90368
NODE_10109_length_1382_cov_1.917106	1382	2.30276	2.30276	0.918009
NODE_10110_length_1382_cov_1.691786	1382	2.48539	2.48539	1.78046
NODE_10111_length_1382_cov_1.647325	1382	1.89692	1.89692	0.800896
NODE_10112_length_1381_cov_2.036199	1381	2.67344	2.67344	1.40709
NODE_10113_length_1381_cov_1.792609	1381	2.25508	2.25508	1.46171
NODE_10114_length_1381_cov_1.748869	1381	2.63282	2.63282	1.21141
NODE_10115_length_1381_cov_1.328054	1381	2.13729	2.13729	1.05837
NODE_10116_length_1380_cov_2.772075	1380	3.05203	3.05203	1.69298
NODE_10117_length_1380_cov_2.513208	1380	2.93984	2.93984	1.19735
NODE_10118_length_1380_cov_2.482264	1380	2.89756	2.89756	2.76737
NODE_10119_length_1380_cov_1.758491	1380	2.48374	2.48374	2.62747
NODE_10120_length_1380_cov_1.722264	1380	2.30894	2.30894	1.00619
NODE_10121_length_1380_cov_1.673962	1380	2.10813	2.10813	1.1673
NODE_10122_length_1380_cov_1.522264	1380	2.04553	2.04553	0.643979
NODE_10123_length_1380_cov_1.400755	1380	2.28293	2.28293	0.725423
NODE_10124_length_1379_cov_2.822508	1379	3.8926	3.8926	3.19366
NODE_10125_length_1379_cov_2.804381	1379	3.6729	3.6729	2.8001
NODE_10126_length_1379_cov_2.203172	1379	2.86819	2.86819	2.25623
NODE_10127_length_1379_cov_2.008308	1379	3.08381	3.08381	3.18924
NODE_10128_length_1379_cov_1.994713	1379	2.9105	2.9105	1.80795
NODE_10129_length_1379_cov_1.735650	1379	2.30269	2.30269	0.587457
NODE_10130_length_1378_cov_2.610733	1378	3.24349	3.24349	1.63014
NODE_10131_length_1378_cov_2.063492	1378	2.47313	2.47313	1.29919
NODE_10132_length_1378_cov_1.693122	1378	2.34365	2.34365	0.657687
NODE_10133_length_1378_cov_1.652305	1378	2.30945	2.30945	0.507267
NODE_10134_length_1378_cov_1.585034	1378	2.10993	2.10993	1.2813
NODE_10135_length_1378_cov_1.510204	1378	2.30945	2.30945	0.667006
NODE_10136_length_1377_cov_2.795764	1377	3.88427	3.88427	5.40574
NODE_10137_length_1377_cov_2.313162	1377	2.71964	2.71964	1.66523
NODE_10138_length_1377_cov_1.895613	1377	2.32111	2.32111	1.6244
NODE_10139_length_1377_cov_1.893343	1377	2.67237	2.67237	1.49778
NODE_10140_length_1377_cov_1.809380	1377	2.38142	2.38142	2.08113
NODE_10141_length_1377_cov_1.587746	1377	2.56805	2.56805	1.133
NODE_10142_length_1377_cov_1.526475	1377	1.96903	1.96903	0.994147
NODE_10143_length_1376_cov_5.619985	1376	3.78548	3.78548	2.62252
NODE_10144_length_1376_cov_3.312642	1376	4.30179	4.30179	3.84028
NODE_10145_length_1376_cov_2.454958	1376	2.86052	2.86052	0.797675
NODE_10146_length_1376_cov_1.981832	1376	2.86949	2.86949	1.3103
NODE_10147_length_1376_cov_1.728236	1376	2.2447	2.2447	1.70171
NODE_10148_length_1376_cov_1.447388	1376	1.97471	1.97471	0.589564
NODE_10149_length_1375_cov_2.667424	1375	3.67429	3.67429	1.37177
NODE_10150_length_1375_cov_2.409848	1375	3.33469	3.33469	2.06925
NODE_10151_length_1375_cov_1.889394	1375	2.26449	2.26449	3.18979
NODE_10152_length_1375_cov_1.849242	1375	2.91347	2.91347	0.768646
NODE_10153_length_1375_cov_1.563636	1375	2.27673	2.27673	0.951948
NODE_10154_length_1375_cov_1.559091	1375	1.89633	1.89633	0.905093
NODE_10155_length_1374_cov_2.402578	1374	3.12091	3.12091	2.83573
NODE_10156_length_1374_cov_2.216831	1374	2.92974	2.92974	3.04822
NODE_10157_length_1374_cov_2.007582	1374	2.52941	2.52941	1.10952
NODE_10158_length_1374_cov_1.837756	1374	2.30556	2.30556	1.50101
NODE_10159_length_1374_cov_1.655042	1374	1.85621	1.85621	1.12893
NODE_10160_length_1374_cov_1.634572	1374	2.48529	2.48529	2.04884
NODE_10161_length_1374_cov_1.150872	1374	1.90605	1.90605	0.65102
NODE_10162_length_1373_cov_2.723824	1373	3.27719	3.27719	3.50658
NODE_10163_length_1373_cov_2.195751	1373	2.73917	2.73917	1.42864
NODE_10164_length_1373_cov_1.983308	1373	2.86263	2.86263	1.2708
NODE_10165_length_1373_cov_1.954476	1373	2.43663	2.43663	1.14635
NODE_10166_length_1373_cov_1.939302	1373	2.72118	2.72118	0.584219
NODE_10167_length_1373_cov_1.891502	1373	2.38267	2.38267	1.4541
NODE_10168_length_1373_cov_1.855083	1373	2.73344	2.73344	1.01727
NODE_10169_length_1373_cov_1.766313	1373	2.10548	2.10548	0.776919
NODE_10170_length_1373_cov_1.559181	1373	2.10384	2.10384	0.453203
NODE_10171_length_1373_cov_1.448407	1373	2.3148	2.3148	0.706879
NODE_10172_length_1373_cov_1.295903	1373	2.07604	2.07604	0.74135
NODE_10173_length_1372_cov_10.659833	1372	11.9043	11.9043	12.7353
NODE_10174_length_1372_cov_3.361427	1372	3.51882	3.51882	2.20563
NODE_10175_length_1372_cov_2.273349	1372	2.86088	2.86088	1.2894
NODE_10176_length_1372_cov_2.200456	1372	2.82815	2.82815	2.43073
NODE_10177_length_1372_cov_2.065300	1372	2.6563	2.6563	0.618872
NODE_10178_length_1372_cov_1.960516	1372	2.93617	2.93617	1.39969
NODE_10179_length_1372_cov_1.838269	1372	2.28969	2.28969	0.736648
NODE_10180_length_1372_cov_1.766135	1372	2.3216	2.3216	1.26665
NODE_10181_length_1372_cov_1.713743	1372	2.28887	2.28887	1.12124
NODE_10182_length_1372_cov_1.587699	1372	2.09165	2.09165	1.56244
NODE_10183_length_1371_cov_3.436170	1371	4.08845	4.08845	5.73807
NODE_10184_length_1371_cov_2.763678	1371	3.61507	3.61507	4.35498
NODE_10185_length_1371_cov_2.075228	1371	1.67322	1.67322	0.974286
NODE_10186_length_1371_cov_1.993161	1371	2.85913	2.85913	1.15393
NODE_10187_length_1371_cov_1.939210	1371	2.91646	2.91646	1.41925
NODE_10188_length_1371_cov_1.881459	1371	2.10074	2.10074	0.884102
NODE_10189_length_1371_cov_1.848024	1371	2.30958	2.30958	1.16637
NODE_10190_length_1371_cov_1.715046	1371	2.18673	2.18673	0.804445
NODE_10191_length_1371_cov_1.600304	1371	2.31695	2.31695	0.757658
NODE_10192_length_1371_cov_1.509119	1371	2.095	2.095	0.982771
NODE_10193_length_1370_cov_2.304943	1370	3.26803	3.26803	1.03474
NODE_10194_length_1370_cov_2.155894	1370	2.53115	2.53115	0.859574
NODE_10195_length_1370_cov_2.123954	1370	3.09098	3.09098	1.8744
NODE_10196_length_1370_cov_2.067681	1370	2.69918	2.69918	1.98409
NODE_10197_length_1370_cov_2.066160	1370	2.84836	2.84836	1.82193
NODE_10198_length_1370_cov_1.906464	1370	2.68525	2.68525	1.28889
NODE_10199_length_1370_cov_1.838783	1370	2.76475	2.76475	1.45816
NODE_10200_length_1370_cov_1.575665	1370	2.11557	2.11557	1.91033
NODE_10201_length_1369_cov_10.156773	1369	4.67432	4.67432	7.45952
NODE_10202_length_1369_cov_3.009893	1369	3.51354	3.51354	1.39124
NODE_10203_length_1369_cov_2.799087	1369	3.50205	3.50205	3.3553
NODE_10204_length_1369_cov_2.424658	1369	3.52092	3.52092	2.28915
NODE_10205_length_1369_cov_2.352359	1369	2.86792	2.86792	2.48091
NODE_10206_length_1369_cov_2.205479	1369	2.3347	2.3347	0.669487
NODE_10207_length_1369_cov_2.047184	1369	2.53733	2.53733	3.67245
NODE_10208_length_1369_cov_1.533486	1369	2.30353	2.30353	0.627003
NODE_10209_length_1369_cov_1.197869	1369	1.68991	1.68991	0.322489
NODE_10210_length_1368_cov_2.073115	1368	2.71018	2.71018	1.17887
NODE_10211_length_1368_cov_1.745621	1368	2.33498	2.33498	2.40537
NODE_10212_length_1368_cov_1.692308	1368	2.11002	2.11002	0.919688
NODE_10213_length_1368_cov_1.250571	1368	1.70525	1.70525	0.704335
NODE_10214_length_1367_cov_2.560976	1367	2.86113	2.86113	2.87953
NODE_10215_length_1367_cov_2.301829	1367	2.95316	2.95316	1.18448
NODE_10216_length_1367_cov_2.202744	1367	2.93426	2.93426	0.844368
NODE_10217_length_1367_cov_2.177591	1367	2.49466	2.49466	1.19918
NODE_10218_length_1367_cov_2.120427	1367	2.67214	2.67214	1.4837
NODE_10219_length_1367_cov_1.847561	1367	2.33361	2.33361	1.07777
NODE_10220_length_1367_cov_1.724848	1367	2.13394	2.13394	0.951623
NODE_10221_length_1366_cov_3.367658	1366	4.30345	4.30345	3.40991
NODE_10222_length_1366_cov_2.325706	1366	2.94984	2.94984	1.10119
NODE_10223_length_1366_cov_1.977117	1366	2.52303	2.52303	1.85955
NODE_10224_length_1366_cov_1.928299	1366	2.48191	2.48191	0.671283
NODE_10225_length_1366_cov_1.886346	1366	2.65378	2.65378	0.840532
NODE_10226_length_1366_cov_1.548436	1366	2.12582	2.12582	1.05822
NODE_10227_length_1366_cov_1.359268	1366	1.92928	1.92928	0.459193
NODE_10228_length_1365_cov_2550.375573	1365	1262.22	1262.22	118716
NODE_10229_length_1365_cov_15.857252	1365	16.7103	16.7103	28.2125
NODE_10230_length_1365_cov_2.747328	1365	3.13909	3.13909	2.1182
NODE_10231_length_1365_cov_2.674809	1365	3.20905	3.20905	2.29068
NODE_10232_length_1365_cov_2.216794	1365	3.11276	3.11276	1.9535
NODE_10233_length_1365_cov_2.134351	1365	2.49877	2.49877	0.981674
NODE_10234_length_1365_cov_2.083206	1365	2.34239	2.34239	2.1578
NODE_10235_length_1365_cov_1.948092	1365	2.71276	2.71276	1.09783
NODE_10236_length_1365_cov_1.929771	1365	2.55309	2.55309	1.70537
NODE_10237_length_1365_cov_1.678626	1365	2.09547	2.09547	0.761885
NODE_10238_length_1365_cov_1.480916	1365	2.2321	2.2321	0.654488
NODE_10239_length_1365_cov_1.387023	1365	2.09959	2.09959	1.16553
NODE_10240_length_1365_cov_1.158015	1365	1.57202	1.57202	0.259843
NODE_10241_length_1364_cov_39.500382	1364	33.458	33.458	71.5065
NODE_10242_length_1364_cov_2.801375	1364	3.40115	3.40115	1.97333
NODE_10243_length_1364_cov_2.269672	1364	2.5346	2.5346	3.10804
NODE_10244_length_1364_cov_2.194805	1364	2.96129	2.96129	0.662148
NODE_10245_length_1364_cov_1.962567	1364	2.50824	2.50824	2.38203
NODE_10246_length_1364_cov_1.954163	1364	2.88386	2.88386	0.887571
NODE_10247_length_1364_cov_1.935065	1364	1.73147	1.73147	1.07704
NODE_10248_length_1364_cov_1.854087	1364	2.08731	2.08731	0.759067
NODE_10249_length_1364_cov_1.811306	1364	2.25371	2.25371	0.845724
NODE_10250_length_1364_cov_1.689840	1364	2.30066	2.30066	0.632528
NODE_10251_length_1363_cov_3.192661	1363	4.29514	4.29514	3.1257
NODE_10252_length_1363_cov_3.081040	1363	3.13932	3.13932	2.70252
NODE_10253_length_1363_cov_2.324159	1363	3.09728	3.09728	1.77437
NODE_10254_length_1363_cov_1.993884	1363	2.892	2.892	1.4644
NODE_10255_length_1363_cov_1.668960	1363	2.11871	2.11871	1.50404
NODE_10256_length_1363_cov_1.452599	1363	2.338	2.338	0.450015
NODE_10257_length_1362_cov_3.360367	1362	4.07013	4.07013	4.99014
NODE_10258_length_1362_cov_2.691660	1362	3.63531	3.63531	2.83304
NODE_10259_length_1362_cov_2.456006	1362	3.23432	3.23432	2.4818
NODE_10260_length_1362_cov_2.053558	1362	3.15594	3.15594	0.932717
NODE_10261_length_1362_cov_1.992349	1362	2.7137	2.7137	0.975762
NODE_10262_length_1362_cov_1.829380	1362	2.7005	2.7005	2.10261
NODE_10263_length_1362_cov_1.715379	1362	2.13614	2.13614	1.72793
NODE_10264_length_1362_cov_1.713849	1362	2.57756	2.57756	0.956
NODE_10265_length_1362_cov_1.465953	1362	2.12046	2.12046	0.636175
NODE_10266_length_1361_cov_2.885911	1361	3.95541	3.95541	2.20463
NODE_10267_length_1361_cov_2.683002	1361	3.30223	3.30223	1.99287
NODE_10268_length_1361_cov_2.571210	1361	3.47481	3.47481	4.51403
NODE_10269_length_1361_cov_2.179939	1361	3.08671	3.08671	2.0743
NODE_10270_length_1361_cov_1.856049	1361	2.33939	2.33939	1.21945
NODE_10271_length_1361_cov_1.804747	1361	2.47069	2.47069	0.679097
NODE_10272_length_1361_cov_1.758040	1361	2.32122	2.32122	1.31574
NODE_10273_length_1361_cov_1.660796	1361	2.2981	2.2981	0.834205
NODE_10274_length_1361_cov_1.656202	1361	1.78943	1.78943	1.05231
NODE_10275_length_1361_cov_1.593415	1361	1.78943	1.78943	0.966352
NODE_10276_length_1361_cov_1.478560	1361	1.91329	1.91329	0.740404
NODE_10277_length_1360_cov_3.411494	1360	4.71488	4.71488	3.40168
NODE_10278_length_1360_cov_3.015326	1360	3.92975	3.92975	1.16544
NODE_10279_length_1360_cov_2.872797	1360	3.38264	3.38264	2.86834
NODE_10280_length_1360_cov_2.792337	1360	3.30579	3.30579	1.40187
NODE_10281_length_1360_cov_2.681992	1360	3.49421	3.49421	2.40732
NODE_10282_length_1360_cov_2.600000	1360	3.6876	3.6876	3.0537
NODE_10283_length_1360_cov_2.577778	1360	3.5314	3.5314	4.0805
NODE_10284_length_1360_cov_2.555556	1360	3.51322	3.51322	4.46842
NODE_10285_length_1360_cov_2.325670	1360	2.70826	2.70826	1.20101
NODE_10286_length_1360_cov_2.291954	1360	2.89752	2.89752	2.28065
NODE_10287_length_1360_cov_2.136398	1360	2.70992	2.70992	1.86533
NODE_10288_length_1360_cov_1.863602	1360	1.93388	1.93388	0.960067
NODE_10289_length_1360_cov_1.759387	1360	2.08926	2.08926	0.524703
NODE_10290_length_1360_cov_1.757854	1360	1.21157	1.21157	0.360495
NODE_10291_length_1360_cov_1.749425	1360	2.14545	2.14545	0.827465
NODE_10292_length_1360_cov_1.676628	1360	2.1438	2.1438	0.852761
NODE_10293_length_1360_cov_1.629885	1360	1.87273	1.87273	0.782796
NODE_10294_length_1360_cov_1.028352	1360	1.6843	1.6843	0.472624
NODE_10295_length_1359_cov_2.167178	1359	2.97601	2.97601	1.16085
NODE_10296_length_1359_cov_2.140337	1359	2.6129	2.6129	1.68613
NODE_10297_length_1359_cov_1.769939	1359	1.91067	1.91067	2.0301
NODE_10298_length_1359_cov_1.490031	1359	1.53846	1.53846	0.62786
NODE_10299_length_1359_cov_1.295245	1359	1.73449	1.73449	1.12727
NODE_10300_length_1358_cov_2.778204	1358	3.53146	3.53146	2.63696
NODE_10301_length_1358_cov_2.249424	1358	3.28725	3.28725	2.01104
NODE_10302_length_1358_cov_2.123561	1358	2.35596	2.35596	2.60061
NODE_10303_length_1358_cov_1.930161	1358	2.88245	2.88245	3.29519
NODE_10304_length_1358_cov_1.405986	1358	1.73262	1.73262	0.742857
NODE_10305_length_1357_cov_2.754224	1357	3.08865	3.08865	1.05432
NODE_10306_length_1357_cov_2.001536	1357	2.058	2.058	1.12101
NODE_10307_length_1357_cov_1.898618	1357	2.27672	2.27672	1.28821
NODE_10308_length_1357_cov_1.635177	1357	2.31649	2.31649	0.735572
NODE_10309_length_1356_cov_2.501153	1356	3.52156	3.52156	1.30367
NODE_10310_length_1356_cov_2.269024	1356	2.91459	2.91459	2.95786
NODE_10311_length_1356_cov_2.224443	1356	2.61194	2.61194	1.98041
NODE_10312_length_1356_cov_2.078401	1356	3.07131	3.07131	1.45052
NODE_10313_length_1356_cov_2.014604	1356	2.77363	2.77363	3.75537
NODE_10314_length_1356_cov_1.920061	1356	2.71476	2.71476	1.32107
NODE_10315_length_1356_cov_1.916987	1356	2.30846	2.30846	1.48486
NODE_10316_length_1356_cov_1.813989	1356	2.07048	2.07048	0.583411
NODE_10317_length_1356_cov_1.757110	1356	2.52073	2.52073	1.5394
NODE_10318_length_1355_cov_505.212308	1355	524.603	524.603	11393.2
NODE_10319_length_1355_cov_1.720769	1355	2.34025	2.34025	0.69476
NODE_10320_length_1355_cov_1.590769	1355	2.11618	2.11618	1.18915
NODE_10321_length_1355_cov_1.562308	1355	2.15021	2.15021	2.10948
NODE_10322_length_1355_cov_1.517692	1355	1.93029	1.93029	1.75095
NODE_10323_length_1355_cov_1.502308	1355	1.94191	1.94191	0.609584
NODE_10324_length_1355_cov_1.420769	1355	1.9444	1.9444	0.55256
NODE_10325_length_1354_cov_2.686682	1354	2.79402	2.79402	2.73562
NODE_10326_length_1354_cov_2.457275	1354	3.09385	3.09385	1.36358
NODE_10327_length_1354_cov_2.400308	1354	3.3314	3.3314	2.10871
NODE_10328_length_1354_cov_2.227098	1354	2.74086	2.74086	1.57035
NODE_10329_length_1354_cov_2.206313	1354	2.80648	2.80648	2.2443
NODE_10330_length_1354_cov_1.893764	1354	2.38787	2.38787	1.44128
NODE_10331_length_1354_cov_1.688992	1354	2.54983	2.54983	1.25521
NODE_10332_length_1354_cov_1.439569	1354	2.15615	2.15615	0.432789
NODE_10333_length_1353_cov_1011.124807	1353	1028.35	1028.35	52969.8
NODE_10334_length_1353_cov_2.554700	1353	3.16126	3.16126	1.77266
NODE_10335_length_1353_cov_2.231895	1353	2.94929	2.94929	1.50076
NODE_10336_length_1353_cov_1.902157	1353	2.62677	2.62677	1.43211
NODE_10337_length_1353_cov_1.741911	1353	2.36076	2.36076	1.2907
NODE_10338_length_1353_cov_1.687211	1353	2.54115	2.54115	0.534707
NODE_10339_length_1353_cov_1.516949	1353	1.94846	1.94846	0.684527
NODE_10340_length_1352_cov_1.969160	1352	2.52745	2.52745	1.28857
NODE_10341_length_1352_cov_1.959907	1352	2.96755	2.96755	1.71003
NODE_10342_length_1352_cov_1.804934	1352	1.88519	1.88519	0.952672
NODE_10343_length_1352_cov_1.666924	1352	2.14975	2.14975	1.04
NODE_10344_length_1352_cov_1.634541	1352	2.37022	2.37022	0.419861
NODE_10345_length_1352_cov_1.633770	1352	2.13977	2.13977	1.62574
NODE_10346_length_1352_cov_1.621434	1352	2.24293	2.24293	1.09997
NODE_10347_length_1352_cov_1.450270	1352	2.12646	2.12646	0.873258
NODE_10348_length_1352_cov_1.088666	1352	1.18469	1.18469	0.430479
NODE_10349_length_1351_cov_3.500000	1351	4.31307	4.31307	4.02191
NODE_10350_length_1351_cov_3.023920	1351	2.41882	2.41882	1.10861
NODE_10351_length_1351_cov_2.691358	1351	3.19234	3.19234	1.96215
NODE_10352_length_1351_cov_2.363426	1351	3.16986	3.16986	2.02612
NODE_10353_length_1351_cov_2.174383	1351	3.18901	3.18901	1.35508
NODE_10354_length_1351_cov_2.007716	1351	2.36803	2.36803	1.06945
NODE_10355_length_1351_cov_1.787037	1351	2.09992	2.09992	0.866675
NODE_10356_length_1351_cov_1.563272	1351	2.33222	2.33222	0.910371
NODE_10357_length_1351_cov_1.263117	1351	1.51041	1.51041	0.753426
NODE_10358_length_1350_cov_3.446332	1350	4.57583	4.57583	4.65813
NODE_10359_length_1350_cov_2.468726	1350	2.95583	2.95583	2.32246
NODE_10360_length_1350_cov_2.253282	1350	3.0525	3.0525	1.2658
NODE_10361_length_1350_cov_2.202317	1350	2.74667	2.74667	2.47454
NODE_10362_length_1350_cov_2.030888	1350	2.51	2.51	1.27262
NODE_10363_length_1350_cov_1.813127	1350	2.57833	2.57833	2.02389
NODE_10364_length_1350_cov_1.455598	1350	2.155	2.155	1.89085
NODE_10365_length_1350_cov_1.402317	1350	1.94083	1.94083	1.27673
NODE_10366_length_1350_cov_1.159846	1350	1.95417	1.95417	0.534182
NODE_10367_length_1349_cov_2.104328	1349	2.799	2.799	1.11899
NODE_10368_length_1349_cov_1.741113	1349	2.13344	2.13344	0.955468
NODE_10369_length_1349_cov_1.710974	1349	2.35613	2.35613	0.661881
NODE_10370_length_1349_cov_1.128284	1349	1.6814	1.6814	0.65467
NODE_10371_length_1348_cov_7.655839	1348	4.71119	4.71119	9.68091
NODE_10372_length_1348_cov_2.225831	1348	2.9616	2.9616	0.778804
NODE_10373_length_1348_cov_2.071926	1348	2.72454	2.72454	2.975
NODE_10374_length_1348_cov_1.942769	1348	2.14524	2.14524	0.593755
NODE_10375_length_1348_cov_1.938128	1348	2.57596	2.57596	1.26365
NODE_10376_length_1348_cov_1.915700	1348	1.93907	1.93907	0.486677
NODE_10377_length_1348_cov_1.871616	1348	2.53172	2.53172	0.892472
NODE_10378_length_1348_cov_1.824439	1348	2.56093	2.56093	1.60323
NODE_10379_length_1348_cov_1.822892	1348	2.37479	2.37479	1.08163
NODE_10380_length_1348_cov_1.817479	1348	2.78047	2.78047	1.22078
NODE_10381_length_1348_cov_1.778036	1348	2.13856	2.13856	0.438596
NODE_10382_length_1348_cov_1.649652	1348	2.3005	2.3005	1.32483
NODE_10383_length_1348_cov_1.483372	1348	2.22705	2.22705	1.17981
NODE_10384_length_1348_cov_1.305491	1348	1.92821	1.92821	0.704949
NODE_10385_length_1347_cov_2.469040	1347	3.30075	3.30075	2.37435
NODE_10386_length_1347_cov_2.390867	1347	2.98997	2.98997	2.89621
NODE_10387_length_1347_cov_2.027864	1347	2.33918	2.33918	1.45006
NODE_10388_length_1347_cov_1.974458	1347	2.79114	2.79114	2.28079
NODE_10389_length_1347_cov_1.918731	1347	1.75021	1.75021	0.423339
NODE_10390_length_1347_cov_1.915635	1347	2.51128	2.51128	3.48417
NODE_10391_length_1347_cov_1.825077	1347	2.56475	2.56475	1.19252
NODE_10392_length_1347_cov_1.772446	1347	2.57811	2.57811	0.583566
NODE_10393_length_1347_cov_1.376935	1347	1.96157	1.96157	0.822933
NODE_10394_length_1346_cov_272.147173	1346	279.6	279.6	3975.92
NODE_10395_length_1346_cov_2.493416	1346	3.13712	3.13712	3.15271
NODE_10396_length_1346_cov_2.416731	1346	2.98997	2.98997	2.2794
NODE_10397_length_1346_cov_2.367157	1346	2.87458	2.87458	2.38928
NODE_10398_length_1346_cov_2.364833	1346	3.39883	3.39883	3.19899
NODE_10399_length_1346_cov_2.251743	1346	2.8913	2.8913	1.49279
NODE_10400_length_1346_cov_1.753679	1346	2.54431	2.54431	0.767066
NODE_10401_length_1346_cov_1.646785	1346	1.69816	1.69816	0.297934
NODE_10402_length_1346_cov_1.539117	1346	1.75084	1.75084	1.4659
NODE_10403_length_1346_cov_1.310612	1346	1.75084	1.75084	0.722808
NODE_10404_length_1345_cov_5.085271	1345	5.19247	5.19247	2.10531
NODE_10405_length_1345_cov_2.387597	1345	3.39749	3.39749	2.57801
NODE_10406_length_1345_cov_2.347287	1345	2.79749	2.79749	1.24706
NODE_10407_length_1345_cov_2.002326	1345	2.54226	2.54226	3.02567
NODE_10408_length_1345_cov_1.518605	1345	2.38326	2.38326	0.702235
NODE_10409_length_1344_cov_15.723817	1344	7.33166	7.33166	13.9771
