contigName	contigLen	totalAvgDepth	idba_ud_perc100_sorted.bam	idba_ud_perc100_sorted.bam-var
contig-100_14522	704	3.74729	3.74729	2.08792
contig-100_14523	704	2.12996	2.12996	0.572587
contig-100_14524	704	2.02166	2.02166	1.5583
contig-100_14525	704	2.44224	2.44224	0.496656
contig-100_14526	704	2.41877	2.41877	1.81347
contig-100_14527	704	4.37906	4.37906	3.00253
contig-100_14528	704	3.3231	3.3231	1.22815
contig-100_14529	704	2.33213	2.33213	0.580265
contig-100_14530	704	1.86462	1.86462	0.283628
contig-100_14531	704	1.75993	1.75993	0.501034
contig-100_14532	704	2.92058	2.92058	2.07686
contig-100_14533	704	2.00181	2.00181	0.341768
contig-100_14534	704	2.19856	2.19856	1.71096
contig-100_14535	704	1.21661	1.21661	0.983743
contig-100_14536	703	2.94213	2.94213	2.5981
contig-100_14537	703	3.39964	3.39964	2.67877
contig-100_14538	703	1.52803	1.52803	0.249665
contig-100_14539	703	2.49729	2.49729	0.576529
contig-100_14540	703	2.49367	2.49367	1.75404
contig-100_14541	703	4.73056	4.73056	2.78052
contig-100_14542	703	2.42857	2.42857	1.27433
contig-100_14543	703	2.82278	2.82278	1.73667
contig-100_14544	703	3.47378	3.47378	4.17005
contig-100_14545	703	3.79024	3.79024	5.30012
contig-100_14546	703	2.12116	2.12116	0.338554
contig-100_14547	703	3.54069	3.54069	4.08937
contig-100_14548	703	2.54611	2.54611	1.20847
contig-100_14549	703	1.67993	1.67993	1.05859
contig-100_14550	703	3.14828	3.14828	2.55405
contig-100_14551	703	2.08318	2.08318	1.61626
contig-100_14552	703	2.10307	2.10307	0.694064
contig-100_14553	703	3.25136	3.25136	1.88054
contig-100_14554	703	3.41772	3.41772	3.44657
contig-100_14555	703	1.68716	1.68716	0.664637
contig-100_14556	703	2.40325	2.40325	0.693979
contig-100_14557	703	0.76311	0.76311	0.181099
contig-100_14558	703	2.70705	2.70705	2.26548
contig-100_14559	703	0.902351	0.902351	0.381753
contig-100_14560	703	3.03074	3.03074	5.25086
contig-100_14561	703	3.37071	3.37071	3.55255
contig-100_14562	703	1.56962	1.56962	0.278206
contig-100_14563	703	2.04521	2.04521	1.53237
contig-100_14564	703	4.38517	4.38517	4.78434
contig-100_14565	703	4.52984	4.52984	1.76768
contig-100_14566	703	2.59313	2.59313	0.629447
contig-100_14567	703	2.12116	2.12116	0.418264
contig-100_14568	703	4.78481	4.78481	5.67281
contig-100_14569	703	2.12477	2.12477	1.88839
contig-100_14570	703	2.05425	2.05425	0.38111
contig-100_14571	703	3.15371	3.15371	1.01075
contig-100_14572	703	2.98373	2.98373	2.46894
contig-100_14573	703	2.24412	2.24412	0.289934
contig-100_14574	703	3.7396	3.7396	0.74004
contig-100_14575	703	3.25316	3.25316	0.997388
contig-100_14576	703	3.79566	3.79566	4.60129
contig-100_14577	703	2.77034	2.77034	0.753323
contig-100_14578	703	1.71609	1.71609	1.07324
contig-100_14579	703	2.81555	2.81555	3.32461
contig-100_14580	703	2.04521	2.04521	0.978028
contig-100_14581	702	2.8913	2.8913	1.82483
contig-100_14582	702	1.25181	1.25181	0.315785
contig-100_14583	702	0.793478	0.793478	0.458178
contig-100_14584	702	1.2663	1.2663	0.518791
contig-100_14585	702	2.51087	2.51087	0.936359
contig-100_14586	702	3.54529	3.54529	1.69669
contig-100_14587	702	1.76268	1.76268	0.863727
contig-100_14588	702	2.48551	2.48551	0.453514
contig-100_14589	702	5.53986	5.53986	7.41402
contig-100_14590	702	2.90036	2.90036	2.60894
contig-100_14591	702	1.62138	1.62138	0.852752
contig-100_14592	702	2.94928	2.94928	0.803228
contig-100_14593	702	3.41667	3.41667	3.95311
contig-100_14594	702	0.768116	0.768116	0.356295
contig-100_14595	702	3.72645	3.72645	1.86514
contig-100_14596	702	3.78442	3.78442	2.67396
contig-100_14597	702	0.317029	0.317029	0.216916
contig-100_14598	702	2.47645	2.47645	0.64917
contig-100_14599	702	2.10326	2.10326	0.372258
contig-100_14600	702	2.87862	2.87862	0.676713
contig-100_14601	702	0.755435	0.755435	0.31576
contig-100_14602	702	2.98007	2.98007	3.70741
contig-100_14603	702	2.39493	2.39493	1.2884
contig-100_14604	702	2.50906	2.50906	3.49902
contig-100_14605	702	3.39674	3.39674	1.39404
contig-100_14606	702	1.65761	1.65761	0.229198
contig-100_14607	702	3.26449	3.26449	1.86095
contig-100_14608	702	210.245	210.245	4700.66
contig-100_14609	702	2.44384	2.44384	0.737311
contig-100_14610	702	4.73913	4.73913	3.28209
contig-100_14611	702	1.22283	1.22283	0.663507
contig-100_14612	702	3.19746	3.19746	1.66148
contig-100_14613	702	3.75362	3.75362	3.03902
contig-100_14614	702	2.82609	2.82609	0.586758
contig-100_14615	701	1.98548	1.98548	0.443427
contig-100_14616	701	2.26679	2.26679	2.1996
contig-100_14617	701	0.375681	0.375681	0.234971
contig-100_14618	701	2.13249	2.13249	0.562415
contig-100_14619	701	3.29946	3.29946	3.67199
contig-100_14620	701	2.68421	2.68421	0.736459
contig-100_14621	701	3.68058	3.68058	2.69779
contig-100_14622	701	3.34664	3.34664	0.73235
contig-100_14623	701	3.35209	3.35209	1.37035
contig-100_14624	701	4.57169	4.57169	3.59803
contig-100_14625	701	1.80762	1.80762	1.38474
contig-100_14626	701	3.02541	3.02541	2.1448
contig-100_14627	701	1.97096	1.97096	0.195521
contig-100_14628	701	2.13067	2.13067	0.881076
contig-100_14629	701	4.48276	4.48276	0.904706
contig-100_14630	701	2.96915	2.96915	1.94632
contig-100_14631	701	3.902	3.902	2.56129
contig-100_14632	701	3.48276	3.48276	2.7447
contig-100_14633	701	0.903811	0.903811	0.941635
contig-100_14634	701	2.77132	2.77132	0.620341
contig-100_14635	701	1.67514	1.67514	0.37609
contig-100_14636	701	1.67695	1.67695	0.833627
contig-100_14637	701	1.78584	1.78584	0.797695
contig-100_14638	701	2.69691	2.69691	1.16434
contig-100_14639	701	3.29038	3.29038	0.824621
contig-100_14640	701	2.12704	2.12704	1.03474
contig-100_14641	701	3.03267	3.03267	3.13348
contig-100_14642	701	2.84574	2.84574	0.861616
contig-100_14643	701	1.16334	1.16334	0.445997
contig-100_14644	701	4.34483	4.34483	7.40455
contig-100_14645	701	2.79855	2.79855	0.812069
contig-100_14646	701	3.58984	3.58984	1.56965
contig-100_14647	701	0.869328	0.869328	0.113803
contig-100_14648	701	3.17604	3.17604	1.2035
contig-100_14649	700	1.70364	1.70364	0.890153
contig-100_14650	700	3.73091	3.73091	1.56316
contig-100_14651	700	2.77636	2.77636	0.374304
contig-100_14652	700	2.24727	2.24727	1.43965
contig-100_14653	700	2.57091	2.57091	1.14523
contig-100_14654	700	2.89091	2.89091	2.02087
contig-100_14655	700	2.22909	2.22909	1.31354
contig-100_14656	700	3.48182	3.48182	3.26653
contig-100_14657	700	0.905455	0.905455	0.231484
contig-100_14658	700	876.34	876.34	68076.4
contig-100_14659	700	1.97091	1.97091	0.673103
contig-100_14660	700	2.44182	2.44182	0.443787
contig-100_14661	700	4.21455	4.21455	1.82274
contig-100_14662	700	1.22727	1.22727	0.383589
contig-100_14663	700	0.738182	0.738182	0.193622
contig-100_14664	700	1.91818	1.91818	1.1463
contig-100_14665	700	4.26727	4.26727	4.13789
contig-100_14666	700	133.038	133.038	1218.06
contig-100_14667	700	1.14	1.14	0.120619
contig-100_14668	700	2.31636	2.31636	0.664759
contig-100_14669	700	1.50909	1.50909	0.250372
contig-100_14670	700	2.81818	2.81818	1.48965
contig-100_14671	700	0.9	0.9	0.80419
contig-100_14672	700	1.92	1.92	0.601966
contig-100_14673	700	85.6218	85.6218	646.171
contig-100_14674	700	9.43455	9.43455	4.63232
contig-100_14675	700	2.89818	2.89818	0.987794
contig-100_14676	700	1.22909	1.22909	0.78531
contig-100_14677	700	3.09091	3.09091	1.79499
contig-100_14678	700	2.03091	2.03091	0.427094
contig-100_14679	700	2.24182	2.24182	0.78841
contig-100_14680	700	1.35273	1.35273	0.884463
contig-100_14681	699	2.45902	2.45902	0.956802
contig-100_14682	699	3.7122	3.7122	0.610451
contig-100_14683	699	2.59199	2.59199	1.12519
contig-100_14684	699	2.90346	2.90346	1.10927
contig-100_14685	699	4.67942	4.67942	4.65252
contig-100_14686	699	1.71949	1.71949	0.559859
contig-100_14687	699	3.83607	3.83607	2.43658
contig-100_14688	699	1.0929	1.0929	0.41289
contig-100_14689	699	3.00546	3.00546	1.19158
contig-100_14690	699	3.72131	3.72131	0.927666
contig-100_14691	699	3.03825	3.03825	1.35438
contig-100_14692	699	5.14025	5.14025	1.20474
contig-100_14693	699	2.07286	2.07286	0.658916
contig-100_14694	699	2.79417	2.79417	0.671058
contig-100_14695	699	1.3388	1.3388	0.315662
contig-100_14696	699	0.686703	0.686703	0.850573
contig-100_14697	699	2.84882	2.84882	1.10666
contig-100_14698	699	1294.7	1294.7	145468
contig-100_14699	699	2.56648	2.56648	0.965006
contig-100_14700	699	2.00182	2.00182	0.859479
contig-100_14701	699	3.04554	3.04554	3.25887
contig-100_14702	699	1.35883	1.35883	0.701297
contig-100_14703	699	1.93443	1.93443	0.743864
contig-100_14704	699	2.08197	2.08197	0.425751
contig-100_14705	699	1.97814	1.97814	0.495871
contig-100_14706	699	1.26412	1.26412	0.453839
contig-100_14707	699	2.09654	2.09654	1.01804
contig-100_14708	699	0.856102	0.856102	0.211007
contig-100_14709	699	4.20947	4.20947	1.23889
contig-100_14710	699	3.69763	3.69763	0.634686
contig-100_14711	699	4.55191	4.55191	1.92659
contig-100_14712	699	1.54827	1.54827	0.248122
contig-100_14713	699	2.67395	2.67395	1.753
contig-100_14714	699	1.99271	1.99271	0.467095
contig-100_14715	699	2.10018	2.10018	0.728996
contig-100_14716	699	0.75592	0.75592	0.184842
contig-100_14717	699	1.53734	1.53734	0.249058
contig-100_14718	699	2.52459	2.52459	0.94328
contig-100_14719	699	2.18761	2.18761	2.22567
contig-100_14720	699	2.03825	2.03825	0.317878
contig-100_14721	699	4.61749	4.61749	1.70742
contig-100_14722	699	3.13115	3.13115	1.50101
contig-100_14723	699	1.99818	1.99818	0.195252
contig-100_14724	699	5.49909	5.49909	2.67017
contig-100_14725	699	3.36794	3.36794	2.61985
contig-100_14726	699	2.53552	2.53552	2.13605
contig-100_14727	699	6.07468	6.07468	2.28821
contig-100_14728	699	2.44991	2.44991	0.908529
contig-100_14729	699	1.59199	1.59199	0.450008
contig-100_14730	699	2.00182	2.00182	0.903284
contig-100_14731	699	2.13661	2.13661	1.08897
contig-100_14732	698	3.35036	3.35036	1.28835
contig-100_14733	698	2.45985	2.45985	0.720506
contig-100_14734	698	3.44708	3.44708	0.960635
contig-100_14735	698	5.01825	5.01825	3.44391
contig-100_14736	698	1.33942	1.33942	0.835226
contig-100_14737	698	2.90693	2.90693	2.92916
contig-100_14738	698	1.68796	1.68796	0.233347
contig-100_14739	698	3.04015	3.04015	2.89417
contig-100_14740	698	1.67153	1.67153	0.34164
contig-100_14741	698	3.34489	3.34489	1.78759
contig-100_14742	698	2.59307	2.59307	3.9968
contig-100_14743	698	3.31934	3.31934	0.623609
contig-100_14744	698	2.31204	2.31204	0.869549
contig-100_14745	698	0.908759	0.908759	0.15985
contig-100_14746	698	3.5073	3.5073	3.57033
contig-100_14747	698	1.92336	1.92336	0.315871
contig-100_14748	698	3.05474	3.05474	1.8873
contig-100_14749	698	3.20438	3.20438	0.426162
contig-100_14750	698	1.54927	1.54927	0.248025
contig-100_14751	698	2.08394	2.08394	0.746141
contig-100_14752	698	5.19161	5.19161	9.14968
contig-100_14753	698	1.7208	1.7208	0.629405
contig-100_14754	698	5.11314	5.11314	4.72576
contig-100_14755	698	175.029	175.029	2840.32
contig-100_14756	698	4.58942	4.58942	3.13459
contig-100_14757	698	3.22628	3.22628	1.64159
contig-100_14758	698	2.78102	2.78102	0.961096
contig-100_14759	698	6.26277	6.26277	5.66391
contig-100_14760	698	4.57117	4.57117	2.66585
contig-100_14761	698	17.938	17.938	31.2905
contig-100_14762	698	2.14234	2.14234	1.80055
contig-100_14763	698	1.67153	1.67153	0.418422
contig-100_14764	698	2.13504	2.13504	1.85742
contig-100_14765	698	2.46715	2.46715	1.48887
contig-100_14766	698	4.41971	4.41971	7.16172
contig-100_14767	698	6.05474	6.05474	7.85074
contig-100_14768	698	1.22993	1.22993	0.330949
contig-100_14769	698	4.11679	4.11679	2.53112
contig-100_14770	698	1.72263	1.72263	0.376305
contig-100_14771	698	3.56752	3.56752	0.768743
contig-100_14772	698	2.20073	2.20073	0.734766
contig-100_14773	697	2.74771	2.74771	0.591916
contig-100_14774	697	3.99269	3.99269	1.68859
contig-100_14775	697	2.39488	2.39488	0.536089
contig-100_14776	697	4.10603	4.10603	1.06199
contig-100_14777	697	1.68373	1.68373	1.44741
contig-100_14778	697	1.67276	1.67276	0.469642
contig-100_14779	697	3.22303	3.22303	0.536244
contig-100_14780	697	2.63254	2.63254	2.60649
contig-100_14781	697	1.64534	1.64534	0.77509
contig-100_14782	697	1.54113	1.54113	0.248762
contig-100_14783	697	2.40768	2.40768	0.923238
contig-100_14784	697	2.19561	2.19561	2.05141
contig-100_14785	697	2.52102	2.52102	2.05222
contig-100_14786	697	4.2925	4.2925	2.36116
contig-100_14787	697	3.39671	3.39671	0.946729
contig-100_14788	697	1.36746	1.36746	0.928834
contig-100_14789	697	1.4351	1.4351	0.451366
contig-100_14790	697	1.33455	1.33455	0.875046
contig-100_14791	697	2.45521	2.45521	0.688009
contig-100_14792	697	4.35466	4.35466	6.26225
contig-100_14793	697	2.49726	2.49726	1.73763
contig-100_14794	697	1.69104	1.69104	1.21389
contig-100_14795	697	3.0128	3.0128	0.737933
contig-100_14796	697	2.92505	2.92505	2.31122
contig-100_14797	697	2.25777	2.25777	2.39681
contig-100_14798	697	0.45521	0.45521	0.248447
contig-100_14799	697	2.54662	2.54662	1.84901
contig-100_14800	697	2.34186	2.34186	0.690609
contig-100_14801	697	4.4351	4.4351	2.0228
contig-100_14802	697	4.17185	4.17185	1.54551
contig-100_14803	697	3.32358	3.32358	0.86763
contig-100_14804	697	2.4351	2.4351	0.817667
contig-100_14805	697	2.86289	2.86289	0.4482
contig-100_14806	697	1.58501	1.58501	0.250545
contig-100_14807	697	3.39305	3.39305	0.652918
contig-100_14808	696	0.838828	0.838828	0.212508
contig-100_14809	696	3.42857	3.42857	1.15177
contig-100_14810	696	2.95055	2.95055	1.86727
contig-100_14811	696	2.22161	2.22161	1.49392
contig-100_14812	696	3.2674	3.2674	0.816438
contig-100_14813	696	3.79304	3.79304	2.46167
contig-100_14814	696	2.23626	2.23626	0.404627
contig-100_14815	696	2.59707	2.59707	1.98781
contig-100_14816	696	86.9487	86.9487	748.496
contig-100_14817	696	2.90293	2.90293	2.55386
contig-100_14818	696	2.33883	2.33883	0.811592
contig-100_14819	696	2.73443	2.73443	2.9477
contig-100_14820	696	1.52747	1.52747	0.249703
contig-100_14821	696	2.59341	2.59341	1.88943
contig-100_14822	696	3.32234	3.32234	1.39682
contig-100_14823	696	3.75641	3.75641	1.45431
contig-100_14824	696	1.59707	1.59707	0.967624
contig-100_14825	696	123.837	123.837	1150.32
contig-100_14826	696	3.90659	3.90659	1.06832
contig-100_14827	696	2.5696	2.5696	0.95386
contig-100_14828	696	0.913919	0.913919	0.735695
contig-100_14829	696	2.29121	2.29121	1.67467
contig-100_14830	696	4.32234	4.32234	4.6959
contig-100_14831	696	4.2381	4.2381	4.35421
contig-100_14832	696	2.03114	2.03114	1.23023
contig-100_14833	696	3.37546	3.37546	1.92301
contig-100_14834	696	2.44872	2.44872	1.31572
contig-100_14835	696	3.71978	3.71978	2.57271
contig-100_14836	696	2.4707	2.4707	1.37253
contig-100_14837	696	3.19231	3.19231	0.801483
contig-100_14838	696	5.15018	5.15018	5.28749
contig-100_14839	696	1.24359	1.24359	0.518536
contig-100_14840	696	3.32601	3.32601	3.79078
contig-100_14841	696	1.88828	1.88828	0.407677
contig-100_14842	696	2.41575	2.41575	0.412159
contig-100_14843	696	2.51648	2.51648	1.32542
contig-100_14844	695	0.913761	0.913761	0.560565
contig-100_14845	695	3.04954	3.04954	1.83027
contig-100_14846	695	2.08807	2.08807	0.955462
contig-100_14847	695	1.74128	1.74128	1.07816
contig-100_14848	695	1.69541	1.69541	1.38867
contig-100_14849	695	2.33578	2.33578	1.88153
contig-100_14850	695	1.83119	1.83119	1.92365
contig-100_14851	695	1.79633	1.79633	1.48969
contig-100_14852	695	2.93028	2.93028	0.9841
contig-100_14853	695	2	2	0.202206
contig-100_14854	695	2.20367	2.20367	0.588956
contig-100_14855	695	1.62752	1.62752	0.234168
contig-100_14856	695	1.73761	1.73761	0.715952
contig-100_14857	695	1.55596	1.55596	0.247321
contig-100_14858	695	1.37615	1.37615	1.51083
contig-100_14859	695	1.20734	1.20734	0.484505
contig-100_14860	695	3.21101	3.21101	0.578555
contig-100_14861	695	3.66055	3.66055	0.643751
contig-100_14862	695	2.01651	2.01651	0.534653
contig-100_14863	695	2.84954	2.84954	2.64276
contig-100_14864	695	11.3394	11.3394	18.8607
contig-100_14865	695	2.87706	2.87706	0.560228
contig-100_14866	695	3.06789	3.06789	3.28765
contig-100_14867	695	3.72477	3.72477	2.67779
contig-100_14868	695	6.88257	6.88257	2.45678
contig-100_14869	695	2.54128	2.54128	1.2414
contig-100_14870	695	1.76514	1.76514	0.823414
contig-100_14871	695	113.083	113.083	1002.65
contig-100_14872	695	3.46055	3.46055	1.29669
contig-100_14873	695	3.57615	3.57615	5.57921
contig-100_14874	695	13.1908	13.1908	22.4745
contig-100_14875	695	1.74312	1.74312	1.01477
contig-100_14876	695	1.10826	1.10826	0.335685
contig-100_14877	695	3.03486	3.03486	1.50062
contig-100_14878	695	1.74862	1.74862	0.7253
contig-100_14879	695	2.61101	2.61101	2.56532
contig-100_14880	695	2.11193	2.11193	1.76502
contig-100_14881	695	4.66972	4.66972	1.37968
contig-100_14882	695	3.03119	3.03119	2.28396
contig-100_14883	695	2.57798	2.57798	2.0201
contig-100_14884	695	2.57248	2.57248	0.42902
contig-100_14885	695	3.71009	3.71009	0.618006
contig-100_14886	695	207.391	207.391	2984.32
contig-100_14887	695	3.03853	3.03853	5.21724
contig-100_14888	695	2.67523	2.67523	0.940281
contig-100_14889	695	2.05505	2.05505	0.618291
contig-100_14890	694	2.11213	2.11213	0.538049
contig-100_14891	694	2.22794	2.22794	0.85771
contig-100_14892	694	4.71691	4.71691	5.00627
contig-100_14893	694	2.18934	2.18934	1.10773
contig-100_14894	694	8.24816	8.24816	7.18137
contig-100_14895	694	2.09743	2.09743	0.658998
contig-100_14896	694	1.375	1.375	1.00092
contig-100_14897	694	3.07353	3.07353	4.63177
contig-100_14898	694	3.48713	3.48713	2.67388
contig-100_14899	694	3.26471	3.26471	0.725382
contig-100_14900	694	1.68015	1.68015	0.380012
contig-100_14901	694	1.1636	1.1636	0.428064
contig-100_14902	694	3.76471	3.76471	0.920595
contig-100_14903	694	3.04779	3.04779	2.23713
contig-100_14904	694	2.51838	2.51838	3.09726
contig-100_14905	694	4.16912	4.16912	1.50358
contig-100_14906	694	1.62316	1.62316	0.268413
contig-100_14907	694	3.67647	3.67647	2.58759
contig-100_14908	694	2.22794	2.22794	0.879809
contig-100_14909	694	2.71875	2.71875	2.9981
contig-100_14910	694	3.63971	3.63971	1.60476
contig-100_14911	694	2.83456	2.83456	1.23224
contig-100_14912	694	2.20221	2.20221	0.518893
contig-100_14913	694	117.564	117.564	1611.27
contig-100_14914	694	2.34559	2.34559	0.517549
contig-100_14915	694	3.52941	3.52941	3.66395
contig-100_14916	693	2.6151	2.6151	2.42539
contig-100_14917	693	3.67956	3.67956	1.00414
contig-100_14918	693	2.88582	2.88582	0.617934
contig-100_14919	693	2.53591	2.53591	0.662454
contig-100_14920	693	3.80295	3.80295	2.82273
contig-100_14921	693	366.451	366.451	12965.9
contig-100_14922	693	2.90055	2.90055	1.5436
contig-100_14923	693	2.52855	2.52855	2.36035
contig-100_14924	693	1.32781	1.32781	0.279798
contig-100_14925	693	2.9116	2.9116	2.01062
contig-100_14926	693	2.8895	2.8895	1.22393
contig-100_14927	693	2.55433	2.55433	1.58698
contig-100_14928	693	3.6372	3.6372	0.689167
contig-100_14929	693	2.63536	2.63536	1.2358
contig-100_14930	693	2.17495	2.17495	1.259
contig-100_14931	693	1.62431	1.62431	0.23498
contig-100_14932	693	1.83241	1.83241	1.06596
contig-100_14933	693	1.10497	1.10497	0.0941268
contig-100_14934	693	2.59116	2.59116	0.74767
contig-100_14935	693	6.8895	6.8895	9.65938
contig-100_14936	693	1.31308	1.31308	0.52173
contig-100_14937	693	1.56354	1.56354	1.02871
contig-100_14938	693	3.75691	3.75691	1.61976
contig-100_14939	693	2.61878	2.61878	2.74925
contig-100_14940	693	2.06446	2.06446	1.01982
contig-100_14941	693	1.09576	1.09576	0.529558
contig-100_14942	693	1.30203	1.30203	0.68721
contig-100_14943	693	2	2	0.833948
contig-100_14944	693	1.93923	1.93923	0.267517
contig-100_14945	693	2.28729	2.28729	0.943149
contig-100_14946	693	6.12891	6.12891	7.54423
contig-100_14947	693	2.85635	2.85635	0.580801
contig-100_14948	693	2.42726	2.42726	0.521912
contig-100_14949	693	2.89687	2.89687	0.793771
contig-100_14950	693	3.43831	3.43831	1.22451
contig-100_14951	693	1.56169	1.56169	0.899783
contig-100_14952	692	2.55904	2.55904	1.96601
contig-100_14953	692	2.00923	2.00923	0.62653
contig-100_14954	692	1.56642	1.56642	0.246041
contig-100_14955	692	5.22325	5.22325	3.97411
contig-100_14956	692	1.8321	1.8321	2.67231
contig-100_14957	692	0.461255	0.461255	0.248957
contig-100_14958	692	0.324723	0.324723	0.219684
contig-100_14959	692	1.93727	1.93727	2.32507
contig-100_14960	692	1.56273	1.56273	0.246521
contig-100_14961	692	2.02399	2.02399	0.544711
contig-100_14962	692	2.02214	2.02214	0.306347
contig-100_14963	692	3.32103	3.32103	0.798781
contig-100_14964	692	3.27122	3.27122	0.586195
contig-100_14965	692	2.59779	2.59779	1.42388
contig-100_14966	692	2.48524	2.48524	1.52566
contig-100_14967	692	2.54428	2.54428	0.803021
contig-100_14968	692	2.24354	2.24354	0.809344
contig-100_14969	692	1.68819	1.68819	0.373943
contig-100_14970	692	0.922509	0.922509	0.777715
contig-100_14971	692	3.22325	3.22325	4.59149
contig-100_14972	692	4.08856	4.08856	2.08826
contig-100_14973	692	2.54797	2.54797	1.01711
contig-100_14974	692	1.36716	1.36716	0.332601
contig-100_14975	692	2.63469	2.63469	0.84227
contig-100_14976	692	4.0738	4.0738	1.0962
contig-100_14977	692	2.96679	2.96679	1.87321
contig-100_14978	692	3.81365	3.81365	1.42362
contig-100_14979	692	2.4262	2.4262	0.707113
contig-100_14980	692	2.33764	2.33764	0.479135
contig-100_14981	692	2.00738	2.00738	0.613624
contig-100_14982	692	0.782288	0.782288	0.699275
contig-100_14983	692	2.57934	2.57934	0.898508
contig-100_14984	692	1.21218	1.21218	0.489092
contig-100_14985	692	3.38745	3.38745	0.925386
contig-100_14986	692	2.99077	2.99077	2.40472
contig-100_14987	692	0.461255	0.461255	0.248956
contig-100_14988	692	1.68635	1.68635	0.518813
contig-100_14989	692	3.06458	3.06458	0.881226
contig-100_14990	692	842.301	842.301	64790.4
contig-100_14991	692	1.70295	1.70295	1.36631
contig-100_14992	692	2.51476	2.51476	1.55523
contig-100_14993	692	2.34686	2.34686	1.01809
contig-100_14994	692	4.28967	4.28967	3.32259
contig-100_14995	692	1.56642	1.56642	0.246041
contig-100_14996	692	2.00738	2.00738	0.303088
contig-100_14997	692	3.4059	3.4059	2.12328
contig-100_14998	692	2.04982	2.04982	0.590861
contig-100_14999	692	2.02952	2.02952	1.07861
contig-100_15000	692	2.30996	2.30996	1.26049
contig-100_15001	691	0.783734	0.783734	0.169809
contig-100_15002	691	2.90758	2.90758	1.66921
contig-100_15003	691	2.03882	2.03882	0.363307
contig-100_15004	691	1.63956	1.63956	0.490207
contig-100_15005	691	2.94455	2.94455	0.748774
contig-100_15006	691	1.24399	1.24399	1.1811
contig-100_15007	691	1.13863	1.13863	1.87148
contig-100_15008	691	4.3549	4.3549	3.44047
contig-100_15009	691	3.92421	3.92421	2.34054
contig-100_15010	691	2.8854	2.8854	0.842399
contig-100_15011	691	2.53604	2.53604	0.749167
contig-100_15012	691	3.92421	3.92421	3.47017
contig-100_15013	691	1.2403	1.2403	0.301409
contig-100_15014	691	1.56932	1.56932	0.245649
contig-100_15015	691	2.43438	2.43438	0.546149
contig-100_15016	691	2.72274	2.72274	1.24521
contig-100_15017	691	1.24584	1.24584	0.56723
contig-100_15018	691	3	3	0.8
contig-100_15019	691	3.04251	3.04251	0.959299
contig-100_15020	691	1.56932	1.56932	0.275279
contig-100_15021	691	1.56932	1.56932	0.245648
contig-100_15022	691	2.89094	2.89094	0.452899
contig-100_15023	691	3.49908	3.49908	2.16898
contig-100_15024	691	1.68577	1.68577	1.67144
contig-100_15025	691	0.842884	0.842884	0.132677
contig-100_15026	691	1.56932	1.56932	0.416022
contig-100_15027	691	1.75231	1.75231	0.827427
contig-100_15028	691	4.32347	4.32347	1.92294
contig-100_15029	691	2.06285	2.06285	0.729373
contig-100_15030	691	3.29575	3.29575	0.827185
contig-100_15031	691	2.93715	2.93715	1.64048
contig-100_15032	691	3.42329	3.42329	2.38901
contig-100_15033	691	0.783734	0.783734	0.343883
contig-100_15034	691	3.09242	3.09242	2.62476
contig-100_15035	691	2.02403	2.02403	1.00498
contig-100_15036	691	3.43993	3.43993	2.86165
contig-100_15037	691	2.30314	2.30314	0.815337
contig-100_15038	691	2.07579	2.07579	0.314617
contig-100_15039	691	1.14603	1.14603	0.38049
contig-100_15040	691	2.83364	2.83364	0.946346
contig-100_15041	691	2.89649	2.89649	0.618894
contig-100_15042	691	2.03512	2.03512	1.45246
contig-100_15043	691	3.67652	3.67652	2.95628
contig-100_15044	691	107.092	107.092	851.233
contig-100_15045	691	1.38078	1.38078	0.528814
contig-100_15046	691	2.73937	2.73937	0.85602
contig-100_15047	691	1.24214	1.24214	0.476442
contig-100_15048	691	1.79852	1.79852	0.331553
contig-100_15049	691	2.82255	2.82255	0.498084
contig-100_15050	691	3.69131	3.69131	1.00268
contig-100_15051	691	1.84843	1.84843	1.36217
contig-100_15052	691	2.12754	2.12754	1.28555
contig-100_15053	691	2.9464	2.9464	1.93231
contig-100_15054	690	2.09074	2.09074	0.568748
contig-100_15055	690	1.1037	1.1037	0.263808
contig-100_15056	690	1.33519	1.33519	0.434752
contig-100_15057	690	78.3944	78.3944	546.562
contig-100_15058	690	2.43889	2.43889	0.417411
contig-100_15059	690	0.875926	0.875926	0.761942
contig-100_15060	690	2.90185	2.90185	0.867905
contig-100_15061	690	2.19444	2.19444	0.635594
contig-100_15062	690	3.49074	3.49074	3.10009
contig-100_15063	690	1.68148	1.68148	0.495761
contig-100_15064	690	1.22037	1.22037	0.290864
contig-100_15065	690	1.84815	1.84815	3.0641
contig-100_15066	690	2.01667	2.01667	0.387476
contig-100_15067	690	2.1037	2.1037	0.479021
contig-100_15068	690	4.02593	4.02593	5.50213
contig-100_15069	690	0.92037	0.92037	0.28864
contig-100_15070	690	1.73519	1.73519	0.413975
contig-100_15071	690	225.446	225.446	4229.35
contig-100_15072	690	1.82037	1.82037	2.8415
contig-100_15073	690	2.60185	2.60185	1.95807
contig-100_15074	690	2.85	2.85	0.717717
contig-100_15075	690	2.62778	2.62778	1.24709
contig-100_15076	690	1.66481	1.66481	2.23438
contig-100_15077	690	3.28889	3.28889	1.06295
contig-100_15078	690	2.92963	2.92963	2.79283
contig-100_15079	690	1.69815	1.69815	1.05343
contig-100_15080	690	5.25741	5.25741	4.81859
contig-100_15081	690	3.96852	3.96852	4.09364
